# _tick,_time,frames,total_episodes,episode_wins,interactions,visited_states,mean_episode_length,mean_episode_return,episode_return_std,total_loss,pg_loss,baseline_loss,entropy_loss,state_counts,change_counts,state_counts_std,change_counts_std
268,1715472057.059169,857600,12.0,0.0625,0.625,0,268.75,0.0768229216337204,0.17942091822624207,0.6440974473953247,0.6820510029792786,0.05860722064971924,-0.0965607687830925,1.0,1.0,0.0,0.0
269,1715472083.6690767,860800,11.0,0.03125,1.25,0,279.2727355957031,0.0363636389374733,0.12060454487800598,-0.16397926211357117,-0.10290668904781342,0.035355374217033386,-0.09642795473337173,1.0,1.0,0.0,0.0
270,1715472108.406185,864000,13.0,0.03125,0.5625,0,273.4615478515625,0.05312500149011612,0.19154490530490875,0.48874926567077637,0.48625075817108154,0.09893541038036346,-0.09643691033124924,1.0,1.0,0.0,0.0
271,1715472132.003854,867200,10.0,0.0,1.09375,0,288.0,0.0,0.0,-1.5310322046279907,-1.437537431716919,0.0027117407880723476,-0.09620658308267593,1.0,1.0,0.0,0.0
272,1715472159.0199752,870400,13.0,0.0,1.625,0,288.0,0.0,0.0,-0.10919705033302307,-0.013734588399529457,0.0007459504995495081,-0.09620840847492218,1.0,1.0,0.0,0.0
273,1715472186.191358,873600,9.0,0.03125,1.0625,0,281.0,0.0329861119389534,0.0989583358168602,0.046637505292892456,0.13186824321746826,0.011026224121451378,-0.09625695645809174,1.0,1.0,0.0,0.0
274,1715472213.6060784,876800,12.0,0.03125,1.53125,0,286.41668701171875,0.01328125037252903,0.04600759595632553,-0.2639896273612976,-0.17325866222381592,0.005464036948978901,-0.09619499742984772,1.0,1.0,0.0,0.0
275,1715472238.1749368,880000,11.0,0.0,0.8125,0,288.0,0.0,0.0,-0.07141536474227905,0.024285200983285904,0.00047424653894267976,-0.09617481380701065,1.0,1.0,0.0,0.0
276,1715472265.5379868,883200,11.0,0.0,1.78125,0,288.0,0.0,0.0,-0.2837289571762085,-0.18825247883796692,0.0006911024684086442,-0.09616757929325104,1.0,1.0,0.0,0.0
277,1715472292.8264174,886400,13.0,0.0,1.375,0,288.0,0.0,0.0,-0.0440506637096405,0.051693420857191086,0.0004309748183004558,-0.09617505967617035,1.0,1.0,0.0,0.0
278,1715472317.346181,889600,10.0,0.03125,1.53125,0,274.20001220703125,0.05312500149011612,0.16799600422382355,-0.07965736836194992,0.009922869503498077,0.006599457934498787,-0.09617969393730164,1.0,1.0,0.0,0.0
279,1715472341.3578718,892800,10.0,0.0,2.125,0,288.0,0.0,0.0,-0.10267913341522217,-0.007072772830724716,0.0005329552222974598,-0.0961393192410469,1.0,1.0,0.0,0.0
280,1715472368.1813958,896000,12.0,0.03125,1.15625,0,278.25,0.03880208358168602,0.13441435992717743,1.38096022605896,1.412501335144043,0.06463570892810822,-0.09617692232131958,1.0,1.0,0.0,0.0
281,1715472395.1294076,899200,14.0,0.03125,1.25,0,274.5,0.04933036118745804,0.18457730114459991,-1.3057780265808105,-1.2641955614089966,0.05450722947716713,-0.0960896834731102,1.0,1.0,0.0,0.0
282,1715472423.0983908,902400,10.0,0.0625,1.59375,0,250.3000030517578,0.13781249523162842,0.2960183322429657,1.1972428560256958,1.1936850547790527,0.09961320459842682,-0.09605538845062256,1.0,1.0,0.0,0.0
283,1715472447.9404857,905600,13.0,0.03125,1.96875,0,270.23077392578125,0.06322115659713745,0.22794710099697113,0.3794437348842621,0.2857629358768463,0.18933485448360443,-0.09565404057502747,1.0,1.0,0.0,0.0
284,1715472474.9130652,908800,12.0,0.0,1.65625,0,288.0,0.0,0.0,-2.7685725688934326,-2.681973934173584,0.008877435699105263,-0.09547614306211472,1.0,1.0,0.0,0.0
285,1715472499.9304988,912000,9.0,0.0625,1.6875,0,250.3333282470703,0.13993056118488312,0.31159937381744385,6.210875988006592,5.980550765991211,0.32586535811424255,-0.09554022550582886,1.0,1.0,0.0,0.0
286,1715472523.8868814,915200,15.0,0.09375,1.625,0,266.2666931152344,0.08791667222976685,0.24036647379398346,-4.932207107543945,-4.93402099609375,0.09740620106458664,-0.0955924242734909,1.0,1.0,0.0,0.0
287,1715472547.2523324,918400,11.0,0.03125,1.34375,0,265.3636474609375,0.07982955127954483,0.264764666557312,0.41736674308776855,0.4691002070903778,0.04452771320939064,-0.09626121819019318,1.0,1.0,0.0,0.0
288,1715472574.499868,921600,13.0,0.0,1.375,0,288.0,0.0,0.0,-0.8025741577148438,-0.7077239751815796,0.0011972677893936634,-0.09604749083518982,1.0,1.0,0.0,0.0
289,1715472602.118481,924800,10.0,0.03125,1.5625,0,266.20001220703125,0.078125,0.24705293774604797,2.0428359508514404,1.9833670854568481,0.15547724068164825,-0.09600827842950821,1.0,1.0,0.0,0.0
290,1715472625.6709194,928000,12.0,0.03125,1.21875,0,271.5833435058594,0.05963541567325592,0.2065831422805786,0.050884947180747986,0.01961759477853775,0.12731999158859253,-0.0960526317358017,1.0,1.0,0.0,0.0
291,1715472648.9111536,931200,12.0,0.03125,1.25,0,280.3333435058594,0.03229166567325592,0.11186160892248154,-1.6914193630218506,-1.6186578273773193,0.023201845586299896,-0.09596334397792816,1.0,1.0,0.0,0.0
292,1715472676.0738492,934400,12.0,0.0625,1.53125,0,251.4166717529297,0.13098958134651184,0.3059613108634949,4.007713794708252,3.7844834327697754,0.3192747235298157,-0.09604453295469284,1.0,1.0,0.0,0.0
293,1715472703.4580147,937600,12.0,0.03125,0.875,0,267.16668701171875,0.07343750447034836,0.2543949782848358,-2.0615522861480713,-2.1154403686523438,0.14949849247932434,-0.09561028331518173,1.0,1.0,0.0,0.0
294,1715472729.4661078,940800,12.0,0.0625,1.3125,0,272.8333435058594,0.06406250596046448,0.15061721205711365,-1.5122677087783813,-1.433121681213379,0.016196195036172867,-0.09534229338169098,1.0,1.0,0.0,0.0
295,1715472754.2323859,944000,14.0,0.03125,0.78125,0,271.9285888671875,0.05736607685685158,0.214644193649292,1.9880619049072266,1.9350833892822266,0.14838141202926636,-0.09540297091007233,1.0,1.0,0.0,0.0
296,1715472780.4222298,947200,9.0,0.0625,1.5,0,273.22222900390625,0.06840278208255768,0.13573479652404785,-1.2244839668273926,-1.1578474044799805,0.02865380421280861,-0.09529039263725281,1.0,1.0,0.0,0.0
297,1715472806.2292795,950400,12.0,0.0625,1.25,0,262.5833435058594,0.09609375894069672,0.23212796449661255,0.648692786693573,0.6472635269165039,0.09646300971508026,-0.09503377228975296,1.0,1.0,0.0,0.0
298,1715472830.6239128,953600,13.0,0.03125,1.21875,0,270.0769348144531,0.06370192766189575,0.22968055307865143,0.9217069149017334,0.817089855670929,0.19960680603981018,-0.09498976171016693,1.0,1.0,0.0,0.0
299,1715472854.9930625,956800,12.0,0.0625,1.1875,0,273.5833435058594,0.06171875447034836,0.14623668789863586,-1.1759748458862305,-1.141547679901123,0.060426875948905945,-0.094853974878788,1.0,1.0,0.0,0.0
300,1715472881.6061223,960000,10.0,0.0625,1.25,0,270.3000183105469,0.07531250268220901,0.17177364230155945,-0.8870652914047241,-0.8084962368011475,0.016958629712462425,-0.09552773088216782,1.0,1.0,0.0,0.0
301,1715472909.4462323,963200,13.0,0.03125,1.15625,0,279.3077087402344,0.03485577180981636,0.1256742626428604,-0.3875146508216858,-0.3047557473182678,0.012882694602012634,-0.0956416204571724,1.0,1.0,0.0,0.0
302,1715472934.188385,966400,12.0,0.03125,1.1875,0,277.0833435058594,0.04244791716337204,0.1470438838005066,-0.03344595059752464,0.04926297068595886,0.012874548323452473,-0.0955834686756134,1.0,1.0,0.0,0.0
303,1715472957.9747162,969600,12.0,0.0625,1.25,0,255.9166717529297,0.11692708730697632,0.2776168882846832,3.2110817432403564,3.0649847984313965,0.24169617891311646,-0.0955992192029953,1.0,1.0,0.0,0.0
304,1715472984.7993615,972800,11.0,0.03125,1.34375,0,273.2727355957031,0.05511363595724106,0.18279124796390533,-1.7403008937835693,-1.719970703125,0.07541392743587494,-0.09574416279792786,1.0,1.0,0.0,0.0
305,1715473012.7686665,976000,11.0,0.0,1.25,0,288.0,0.0,0.0,-1.3494714498519897,-1.2566074132919312,0.003148517804220319,-0.09601259976625443,1.0,1.0,0.0,0.0
306,1715473039.199245,979200,13.0,0.0625,1.15625,0,269.69232177734375,0.07259615510702133,0.19730094075202942,0.948300302028656,0.9822220802307129,0.062220264226198196,-0.09614197164773941,1.0,1.0,0.0,0.0
307,1715473061.9553654,982400,11.0,0.03125,1.0625,0,274.2727355957031,0.051988635212183,0.17242678999900818,0.4145587682723999,0.4187611937522888,0.09154321253299713,-0.09574561566114426,1.0,1.0,0.0,0.0
308,1715473088.6151242,985600,12.0,0.0,0.96875,0,288.0,0.0,0.0,-1.8260167837142944,-1.7338752746582031,0.0038106408901512623,-0.09595218300819397,1.0,1.0,0.0,0.0
309,1715473116.9366891,988800,9.0,0.0,1.40625,0,288.0,0.0,0.0,-0.17307311296463013,-0.07778142392635345,0.0007606275612488389,-0.09605231136083603,1.0,1.0,0.0,0.0
310,1715473142.186179,992000,11.0,0.0,1.28125,0,288.0,0.0,0.0,-0.3436569273471832,-0.24807864427566528,0.0005306631792336702,-0.09610893577337265,1.0,1.0,0.0,0.0
311,1715473166.3312201,995200,12.0,0.0,0.625,0,288.0,0.0,0.0,0.012418791651725769,0.10806077718734741,0.0005037423688918352,-0.09614572674036026,1.0,1.0,0.0,0.0
312,1715473193.717898,998400,13.0,0.0625,1.3125,0,274.5384826660156,0.057451922446489334,0.14200444519519806,1.7205522060394287,1.748664140701294,0.067977175116539,-0.09608914703130722,1.0,1.0,0.0,0.0
313,1715473221.069588,1001600,10.0,0.03125,1.34375,0,275.6000061035156,0.048750001937150955,0.15416103601455688,-0.15241408348083496,-0.1133202314376831,0.0569036602973938,-0.09599751979112625,1.0,1.0,0.0,0.0
314,1715473245.6877892,1004800,14.0,0.0625,1.40625,0,261.9285888671875,0.09575893729925156,0.25518545508384705,2.5739731788635254,2.401402711868286,0.2684893012046814,-0.09591878950595856,1.0,1.0,0.0,0.0
315,1715473269.922366,1008000,10.0,0.03125,1.90625,0,268.0,0.07250000536441803,0.22926515340805054,-2.1173131465911865,-2.154848575592041,0.13273172080516815,-0.09519614279270172,1.0,1.0,0.0,0.0
