# _tick,_time,frames,total_episodes,episode_wins,interactions,visited_states,mean_episode_length,mean_episode_return,episode_return_std,total_loss,pg_loss,baseline_loss,entropy_loss,state_counts,change_counts,state_counts_std,change_counts_std
243,1716222070.2065191,777600,16.0,82346135.6875,0.0,2145190116,211.0625,3.6625001430511475,1.4591666460037231,8.922710418701172,2.372671127319336,6.647894859313965,-0.09785527735948563,1.0,1.0,0.0,0.0
244,1716222097.9783232,780800,19.0,144078216.46875,0.0,2145190116,184.84210205078125,3.5736842155456543,0.7723288536071777,-10.043146133422852,-15.741531372070312,5.794975280761719,-0.09658985584974289,1.0,1.0,0.0,0.0
245,1716222124.9200954,784000,15.0,-8217613.9375,0.0,2144122919,174.2666778564453,3.500000238418579,1.242118239402771,26.233638763427734,18.185752868652344,8.152193069458008,-0.10430775582790375,1.0,1.0,0.0,0.0
246,1716222154.9562907,787200,18.0,13919770.625,0.0,2145190116,185.5,4.044444561004639,1.7311075925827026,49.02606964111328,36.9289665222168,12.200231552124023,-0.10312707722187042,1.0,1.0,0.0,0.0
247,1716222180.3045611,790400,17.0,61347473.15625,0.0,2145190116,183.88235473632812,3.6882355213165283,1.121317982673645,-7.40633487701416,-12.559175491333008,5.251542091369629,-0.09870157390832901,1.0,1.0,0.0,0.0
248,1716222208.4032226,793600,17.0,-106817164.90625,0.0,2145190116,189.23529052734375,4.27647066116333,0.8828433156013489,20.6805419921875,12.39783000946045,8.384225845336914,-0.10151343047618866,1.0,1.0,0.0,0.0
249,1716222233.7181768,796800,17.0,25934533.46875,0.0,2145190116,176.11764526367188,3.394117593765259,1.4037766456604004,-18.065196990966797,-27.220870971679688,9.258480072021484,-0.10280563682317734,1.0,1.0,0.0,0.0
250,1716222261.1299806,800000,18.0,121344324.375,0.0,2144122919,192.55555725097656,4.044444561004639,1.3920882940292358,40.66032028198242,29.048301696777344,11.718832969665527,-0.10681398957967758,1.0,1.0,0.0,0.0
251,1716222287.6698954,803200,15.0,114541753.375,0.0,2145190116,212.2666778564453,4.033333778381348,1.6242218017578125,7.875924587249756,1.3653013706207275,6.612382411956787,-0.1017596647143364,1.0,1.0,0.0,0.0
252,1716222313.7056272,806400,18.0,155004285.9375,0.0,2145190116,175.8333282470703,3.266666889190674,1.098127007484436,-3.5135555267333984,-9.931148529052734,6.516685485839844,-0.09909239411354065,1.0,1.0,0.0,0.0
253,1716222340.2719033,809600,12.0,10320475.6875,0.0,2145190116,243.4166717529297,4.183333873748779,1.8319557905197144,25.68031883239746,18.755603790283203,7.018712520599365,-0.09399793297052383,1.0,1.0,0.0,0.0
254,1716222368.1147327,812800,16.0,43241479.15625,0.0,2145190116,206.9375,3.7250003814697266,0.8850614428520203,-18.220788955688477,-23.531490325927734,5.398218154907227,-0.0875166580080986,1.0,1.0,0.0,0.0
255,1716222396.5243218,816000,19.0,43370333.40625,0.0,2144122919,172.4736785888672,3.5210530757904053,1.5024350881576538,39.618560791015625,27.05548858642578,12.654102325439453,-0.0910315066576004,1.0,1.0,0.0,0.0
256,1716222425.7738137,819200,18.0,-6334811.96875,0.0,2145190116,202.7777862548828,4.044444561004639,1.3920880556106567,4.389004230499268,-4.322644233703613,8.802356719970703,-0.09070831537246704,1.0,1.0,0.0,0.0
257,1716222455.8460484,822400,16.0,74655737.53125,0.0,2145190116,188.9375,3.9750003814697266,2.1870834827423096,7.719781875610352,-1.2948657274246216,9.103878021240234,-0.08923059701919556,1.0,1.0,0.0,0.0
258,1716222485.7325437,825600,13.0,95787543.5625,0.0,2145190116,179.7692413330078,3.7923080921173096,0.8548508882522583,11.017271995544434,2.886486530303955,8.222972869873047,-0.09218671917915344,1.0,1.0,0.0,0.0
259,1716222513.6261358,828800,19.0,23979453.65625,0.0,2145190116,202.0,3.731579065322876,1.5351632833480835,-4.512024402618408,-14.443063735961914,10.018743515014648,-0.08770421147346497,1.0,1.0,0.0,0.0
260,1716222544.0269437,832000,15.0,-63394070.71875,0.0,2144122919,217.2666778564453,4.433333873748779,1.397276520729065,41.23953628540039,32.330230712890625,9.002058982849121,-0.09275619685649872,1.0,1.0,0.0,0.0
261,1716222576.8284023,835200,14.0,155452607.03125,0.0,2145190116,198.21429443359375,3.528571605682373,1.0894099473953247,-4.145272731781006,-11.09408950805664,7.0369462966918945,-0.08812961727380753,1.0,1.0,0.0,0.0
262,1716222607.8927221,838400,17.0,180791099.75,0.0,2145190116,210.11764526367188,3.5705888271331787,1.1788582801818848,23.19327735900879,14.455524444580078,8.821497917175293,-0.08374645560979843,1.0,1.0,0.0,0.0
263,1716222638.6318202,841600,19.0,115018207.53125,0.0,2145190116,182.94737243652344,3.8894741535186768,1.6186057329177856,-4.831876277923584,-13.95100212097168,9.200807571411133,-0.0816815048456192,1.0,1.0,0.0,0.0
264,1716222668.6068604,844800,14.0,135550116.09375,0.0,2145190116,166.0,2.5999999046325684,1.0919286012649536,11.151870727539062,3.321038246154785,7.922102451324463,-0.09127059578895569,1.0,1.0,0.0,0.0
265,1716222699.220962,848000,16.0,108569266.03125,0.0,2144122919,234.4375,4.225000381469727,1.3102158308029175,52.631107330322266,42.185298919677734,10.541158676147461,-0.09534784406423569,1.0,1.0,0.0,0.0
266,1716222730.426851,851200,19.0,68470418.78125,0.0,2145190116,187.4736785888672,4.04736852645874,1.5446571111679077,-4.362864971160889,-12.087640762329102,7.816070556640625,-0.0912945419549942,1.0,1.0,0.0,0.0
267,1716222760.9633164,854400,12.0,453075.25,0.0,2145190116,196.5,4.433333873748779,1.0730870962142944,42.95323944091797,35.41854476928711,7.629108428955078,-0.09441237151622772,1.0,1.0,0.0,0.0
268,1716222792.186245,857600,18.0,168148072.65625,0.0,2145190116,214.38888549804688,4.155555725097656,1.4337211847305298,-1.2241520881652832,-10.262310028076172,9.132290840148926,-0.09413289278745651,1.0,1.0,0.0,0.0
269,1716222823.3913991,860800,17.0,29365875.71875,0.0,2145190116,175.2941131591797,3.9823532104492188,1.9000777006149292,6.993668079376221,-5.324649810791016,12.411966323852539,-0.09364861994981766,1.0,1.0,0.0,0.0
270,1716222853.2213273,864000,17.0,65461619.1875,0.0,2144122919,203.64706420898438,3.5705885887145996,1.7362911701202393,12.14568042755127,2.676318407058716,9.564553260803223,-0.09519088268280029,1.0,1.0,0.0,0.0
271,1716222883.1662214,867200,16.0,79833560.78125,0.0,2145190116,190.9375,3.2250001430511475,1.3102165460586548,-12.053921699523926,-22.839561462402344,10.879444122314453,-0.09380470961332321,1.0,1.0,0.0,0.0
272,1716222916.3282871,870400,16.0,107440067.90625,0.0,2145190116,215.0,3.9750003814697266,1.0878115892410278,31.215953826904297,23.196184158325195,8.114109992980957,-0.09434045851230621,1.0,1.0,0.0,0.0
273,1716222943.3498733,873600,19.0,132324470.875,0.0,2145190116,151.3157958984375,3.731579065322876,1.7065410614013672,0.5525010824203491,-9.40211296081543,10.044639587402344,-0.09002552926540375,1.0,1.0,0.0,0.0
274,1716222974.157767,876800,13.0,36173145.625,0.0,2145190116,204.38462829589844,4.023077487945557,2.1393747329711914,28.56258773803711,19.77373504638672,8.870977401733398,-0.08212535828351974,1.0,1.0,0.0,0.0
275,1716223002.0317142,880000,18.0,95688378.90625,0.0,2144122919,222.0,3.98888897895813,0.9002545475959778,-13.522289276123047,-22.478174209594727,9.040410041809082,-0.0845252051949501,1.0,1.0,0.0,0.0
276,1716223030.9489932,883200,16.0,11277335.46875,0.0,2145190116,170.1875,3.9750003814697266,1.2583060264587402,48.145530700683594,36.304161071777344,11.936165809631348,-0.09479406476020813,1.0,1.0,0.0,0.0
277,1716223061.507913,886400,17.0,148752442.21875,0.0,2145190116,197.7058868408203,4.041176795959473,2.0454399585723877,-18.709407806396484,-26.798246383666992,8.181116104125977,-0.09227687865495682,1.0,1.0,0.0,0.0
278,1716223093.3287592,889600,17.0,48714053.9375,0.0,2145190116,204.64706420898438,4.041177272796631,1.8190175294876099,11.76916217803955,1.9878244400024414,9.873215675354004,-0.09187793731689453,1.0,1.0,0.0,0.0
279,1716223126.148384,892800,19.0,134084367.25,0.0,2145190116,166.7894744873047,3.1526317596435547,1.3112205266952515,-6.1073479652404785,-14.185251235961914,8.17013168334961,-0.09222859889268875,1.0,1.0,0.0,0.0
280,1716223155.9181306,896000,19.0,193997154.875,0.0,2144122919,174.94737243652344,3.4157891273498535,1.3355249166488647,-0.6129672527313232,-9.054370880126953,8.536294937133789,-0.09489132463932037,1.0,1.0,0.0,0.0
281,1716223187.1177728,899200,17.0,83946728.625,0.0,2145190116,190.11764526367188,3.217647075653076,1.1663168668746948,30.618526458740234,22.753211975097656,7.965267658233643,-0.09995236992835999,1.0,1.0,0.0,0.0
282,1716223217.6406589,902400,18.0,129564608.4375,0.0,2145190116,174.8333282470703,3.5444445610046387,1.4234271049499512,14.179396629333496,3.325286388397217,10.948850631713867,-0.09474057704210281,1.0,1.0,0.0,0.0
283,1716223246.2161283,905600,16.0,65983280.15625,0.0,2145190116,191.25,4.037500381469727,1.2365951538085938,3.964564085006714,-2.5011990070343018,6.567117214202881,-0.10135388374328613,1.0,1.0,0.0,0.0
284,1716223277.6893654,908800,19.0,-154970.3125,0.0,2145190116,179.94737243652344,4.100000381469727,1.247219443321228,1.340819239616394,-7.405974864959717,8.844582557678223,-0.09778842329978943,1.0,1.0,0.0,0.0
285,1716223305.2287219,912000,16.0,80437086.09375,0.0,2144122919,182.25,3.0999999046325684,1.2110602855682373,17.85346031188965,10.954263687133789,7.001893997192383,-0.10269659757614136,1.0,1.0,0.0,0.0
286,1716223334.7531855,915200,17.0,-29847329.5625,0.0,2145190116,205.05882263183594,3.217647075653076,0.9275206923484802,-5.702690601348877,-10.932748794555664,5.331679344177246,-0.1016213446855545,1.0,1.0,0.0,0.0
287,1716223360.835725,918400,16.0,95082124.375,0.0,2145190116,176.5,3.9750003814697266,1.5438052415847778,44.75598907470703,34.31362533569336,10.542739868164062,-0.10037758201360703,1.0,1.0,0.0,0.0
288,1716223388.2243147,921600,18.0,129760053.09375,0.0,2145190116,192.94444274902344,4.766666889190674,1.7149860858917236,2.6607115268707275,-6.183285713195801,8.940423011779785,-0.09642576426267624,1.0,1.0,0.0,0.0
289,1716223419.734109,924800,17.0,88578848.875,0.0,2145190116,191.1764678955078,4.041176795959473,0.8993464708328247,39.10840606689453,26.858383178710938,12.349048614501953,-0.0990246906876564,1.0,1.0,0.0,0.0
290,1716223447.4342074,928000,16.0,201542377.1875,0.0,2144122919,194.625,3.7875003814697266,1.195477843284607,-16.905210494995117,-24.8647403717041,8.056059837341309,-0.09652867913246155,1.0,1.0,0.0,0.0
291,1716223475.183152,931200,16.0,-13760332.46875,0.0,2145190116,161.6875,3.3500001430511475,1.8439091444015503,26.622512817382812,14.827500343322754,11.895130157470703,-0.10011641681194305,1.0,1.0,0.0,0.0
